product_id,title,category,price,discount_pct,final_price,rating,num_reviews,availability,seller,scraped_date,product_url
WSP0368,Eco Deluxe Lamp,Electronics,1340.04,0,1340.04,3.6,134,Out of Stock,TopSeller,2025-03-22,https://example-shop.com/product/WSP0368
WSP0369,Premium Bluetooth Mixer,Fashion,758.01,5,720.11,4.2,37,Limited Stock,OfficialStore,2025-03-27,https://example-shop.com/product/WSP0369
WSP0370,Premium Deluxe Mixer,Sports,1189.49,5,1130.02,4.0,43,Out of Stock,QuickMart,2025-07-01,https://example-shop.com/product/WSP0370
WSP0371,Premium Compact Mixer,Electronics,1534.81,30,1074.37,3.4,113,Limited Stock,DealsHub,2025-08-03,https://example-shop.com/product/WSP0371
WSP0372,Pro Compact Backpack,Electronics,1842.69,0,1842.69,4.2,108,In Stock,ShopPlus,2025-01-25,https://example-shop.com/product/WSP0372
WSP0373,Eco Portable Lamp,Home,980.2,15,833.17,3.8,114,Out of Stock,ShopPlus,2025-08-02,https://example-shop.com/product/WSP0373
WSP0374,Smart Deluxe Headphones,Fashion,626.45,10,563.81,4.8,35,In Stock,ShopPlus,2024-12-15,https://example-shop.com/product/WSP0374
WSP0375,Smart Deluxe Speaker,Beauty,620.82,15,527.7,3.1,40,In Stock,ShopPlus,2025-03-24,https://example-shop.com/product/WSP0375
WSP0376,Smart Compact Backpack,Beauty,854.34,15,726.19,3.8,43,In Stock,OfficialStore,2024-12-02,https://example-shop.com/product/WSP0376
WSP0377,Ultra Portable Lamp,Sports,1209.14,25,906.86,3.7,36,Limited Stock,OfficialStore,2024-12-25,https://example-shop.com/product/WSP0377
WSP0378,Eco Wireless Watch,Home,1031.74,15,876.98,4.8,122,In Stock,QuickMart,2024-12-12,https://example-shop.com/product/WSP0378
WSP0379,Premium Portable Charger,Toys,935.34,30,654.74,3.2,34,In Stock,OfficialStore,2025-06-26,https://example-shop.com/product/WSP0379
WSP0380,Classic Bluetooth Lamp,Toys,92.38,20,73.9,4.0,44,Out of Stock,TopSeller,2025-07-02,https://example-shop.com/product/WSP0380
WSP0381,Ultra Compact Lamp,Home,792.84,20,634.27,3.4,107,Out of Stock,ShopPlus,2025-04-16,https://example-shop.com/product/WSP0381
WSP0382,Ultra Portable Watch,Electronics,2056.39,25,1542.29,3.2,106,Out of Stock,QuickMart,2025-05-28,https://example-shop.com/product/WSP0382
WSP0383,Smart Compact Backpack,Electronics,1728.17,30,1209.72,3.8,132,Out of Stock,OfficialStore,2025-03-29,https://example-shop.com/product/WSP0383
WSP0384,Classic Compact Lamp,Sports,811.77,20,649.42,4.1,36,Out of Stock,DealsHub,2025-03-06,https://example-shop.com/product/WSP0384
WSP0385,Classic Portable Watch,Sports,842.88,15,716.45,3.6,39,Limited Stock,ShopPlus,2024-11-02,https://example-shop.com/product/WSP0385
WSP0386,Pro Wireless Speaker,Automotive,882.03,25,661.52,2.8,40,Out of Stock,OfficialStore,2025-02-02,https://example-shop.com/product/WSP0386
WSP0387,Premium Bluetooth Backpack,Home,1079.03,0,1079.03,3.5,109,Limited Stock,TopSeller,2025-05-04,https://example-shop.com/product/WSP0387
WSP0388,Premium Wireless Watch,Beauty,980.83,5,931.79,3.6,53,Out of Stock,ShopPlus,2024-12-07,https://example-shop.com/product/WSP0388
WSP0389,Pro Compact Watch,Home,306.98,0,306.98,3.6,95,Out of Stock,QuickMart,2025-06-14,https://example-shop.com/product/WSP0389
WSP0390,Smart Portable Backpack,Beauty,982.93,20,786.34,5.0,53,Out of Stock,QuickMart,2024-10-29,https://example-shop.com/product/WSP0390
WSP0391,Classic Bluetooth Charger,Sports,757.21,25,567.91,5.0,40,Limited Stock,TopSeller,2024-10-03,https://example-shop.com/product/WSP0391
WSP0392,Smart Compact Backpack,Sports,149.78,15,127.31,2.3,37,Out of Stock,DealsHub,2025-04-28,https://example-shop.com/product/WSP0392
WSP0393,Pro Bluetooth Headphones,Fashion,2039.32,25,1529.49,3.6,33,Limited Stock,DealsHub,2025-08-08,https://example-shop.com/product/WSP0393
WSP0394,Ultra Bluetooth Headphones,Fashion,918.09,0,918.09,3.7,44,Out of Stock,OfficialStore,2025-03-07,https://example-shop.com/product/WSP0394
WSP0395,Classic Bluetooth Mixer,Sports,1270.87,20,1016.7,3.9,40,In Stock,DealsHub,2025-02-25,https://example-shop.com/product/WSP0395
WSP0396,Premium Compact Watch,Electronics,2581.21,5,2452.15,3.9,109,Limited Stock,OfficialStore,2025-02-15,https://example-shop.com/product/WSP0396
WSP0397,Eco Bluetooth Charger,Sports,1241.29,0,1241.29,4.7,30,Limited Stock,TopSeller,2025-03-26,https://example-shop.com/product/WSP0397
WSP0398,Ultra Compact Mixer,Fashion,174.12,10,156.71,4.2,42,Out of Stock,ShopPlus,2025-01-19,https://example-shop.com/product/WSP0398
WSP0399,Eco Compact Mixer,Fashion,300.07,5,285.07,3.6,44,Limited Stock,OfficialStore,2024-10-14,https://example-shop.com/product/WSP0399
WSP0400,Premium Bluetooth Charger,Home,561.24,10,505.12,3.0,125,In Stock,ShopPlus,2025-06-22,https://example-shop.com/product/WSP0400
WSP0401,Eco Compact Mixer,Home,864.24,10,777.82,4.8,113,Out of Stock,ShopPlus,2024-10-14,https://example-shop.com/product/WSP0401
WSP0402,Smart Compact Mixer,Toys,358.73,5,340.79,4.3,28,Out of Stock,TopSeller,2025-08-12,https://example-shop.com/product/WSP0402
WSP0403,Classic Bluetooth Speaker,Automotive,38.13,5,36.22,4.7,37,Limited Stock,TopSeller,2025-05-21,https://example-shop.com/product/WSP0403
WSP0404,Premium Portable Speaker,Beauty,943.34,5,896.17,3.1,39,In Stock,ShopPlus,2024-12-31,https://example-shop.com/product/WSP0404
WSP0405,Pro Deluxe Charger,Beauty,1088.4,20,870.72,3.5,40,Out of Stock,OfficialStore,2025-04-12,https://example-shop.com/product/WSP0405
WSP0406,Ultra Deluxe Lamp,Toys,431.42,25,323.56,3.5,29,Out of Stock,DealsHub,2025-02-13,https://example-shop.com/product/WSP0406
WSP0407,Eco Portable Backpack,Fashion,1044.93,20,835.94,3.2,38,In Stock,TopSeller,2025-05-20,https://example-shop.com/product/WSP0407
WSP0408,Smart Bluetooth Lamp,Sports,89.43,20,71.54,3.5,30,Out of Stock,DealsHub,2024-12-06,https://example-shop.com/product/WSP0408
WSP0409,Smart Wireless Backpack,Sports,1297.36,25,973.02,4.5,36,Out of Stock,QuickMart,2025-05-14,https://example-shop.com/product/WSP0409
WSP0410,Smart Deluxe Lamp,Electronics,1273.32,10,1145.99,3.6,110,Limited Stock,DealsHub,2025-04-26,https://example-shop.com/product/WSP0410
WSP0411,Eco Bluetooth Watch,Toys,538.61,5,511.68,3.6,43,Out of Stock,OfficialStore,2025-05-05,https://example-shop.com/product/WSP0411
WSP0412,Smart Compact Headphones,Beauty,944.15,20,755.32,3.3,37,In Stock,QuickMart,2025-02-26,https://example-shop.com/product/WSP0412
WSP0413,Smart Portable Backpack,Electronics,852.88,20,682.3,4.2,125,In Stock,QuickMart,2025-07-27,https://example-shop.com/product/WSP0413
WSP0414,Smart Deluxe Watch,Sports,161.47,25,121.1,4.6,35,In Stock,QuickMart,2025-03-26,https://example-shop.com/product/WSP0414
WSP0415,Premium Compact Lamp,Sports,208.49,30,145.94,4.8,34,In Stock,DealsHub,2024-10-06,https://example-shop.com/product/WSP0415
WSP0416,Ultra Deluxe Headphones,Sports,106.42,25,79.81,3.6,50,Out of Stock,ShopPlus,2025-06-21,https://example-shop.com/product/WSP0416
WSP0417,Smart Wireless Backpack,Electronics,940.37,5,893.35,3.1,132,Limited Stock,TopSeller,2025-06-07,https://example-shop.com/product/WSP0417
WSP0418,Ultra Wireless Speaker,Electronics,871.54,25,653.65,4.6,131,Out of Stock,OfficialStore,2025-03-06,https://example-shop.com/product/WSP0418
WSP0419,Eco Portable Lamp,Electronics,1515.02,25,1136.26,4.7,117,In Stock,ShopPlus,2025-08-05,https://example-shop.com/product/WSP0419
WSP0420,Pro Portable Mixer,Fashion,739.21,20,591.37,4.4,37,In Stock,QuickMart,2024-11-22,https://example-shop.com/product/WSP0420
WSP0421,Pro Deluxe Watch,Electronics,1429.55,25,1072.16,2.3,117,Limited Stock,OfficialStore,2025-07-11,https://example-shop.com/product/WSP0421
WSP0422,Eco Bluetooth Mixer,Home,1002.29,0,1002.29,3.9,123,Out of Stock,TopSeller,2024-12-29,https://example-shop.com/product/WSP0422
WSP0423,Smart Compact Headphones,Electronics,1406.03,20,1124.82,3.5,115,Limited Stock,DealsHub,2025-05-17,https://example-shop.com/product/WSP0423
WSP0424,Pro Wireless Charger,Sports,1058.36,20,846.69,3.1,41,Out of Stock,QuickMart,2025-06-14,https://example-shop.com/product/WSP0424
WSP0425,Ultra Compact Lamp,Fashion,1057.65,0,1057.65,3.8,38,Limited Stock,ShopPlus,2024-12-19,https://example-shop.com/product/WSP0425
WSP0426,Premium Wireless Headphones,Electronics,1768.96,0,1768.96,4.1,123,Limited Stock,TopSeller,2025-03-04,https://example-shop.com/product/WSP0426
WSP0427,Pro Wireless Lamp,Toys,413.32,30,289.32,3.3,46,In Stock,OfficialStore,2025-04-24,https://example-shop.com/product/WSP0427
WSP0428,Smart Deluxe Speaker,Sports,841.17,5,799.11,2.4,41,Limited Stock,QuickMart,2024-08-30,https://example-shop.com/product/WSP0428
WSP0429,Classic Bluetooth Charger,Sports,1290.81,15,1097.19,2.9,42,In Stock,QuickMart,2025-05-14,https://example-shop.com/product/WSP0429
WSP0430,Classic Compact Charger,Fashion,271.65,5,258.07,4.3,29,Out of Stock,TopSeller,2025-03-27,https://example-shop.com/product/WSP0430
WSP0431,Classic Portable Charger,Home,800.44,15,680.37,3.1,132,Limited Stock,QuickMart,2025-06-27,https://example-shop.com/product/WSP0431
WSP0432,Smart Compact Charger,Beauty,559.55,30,391.68,4.5,38,Out of Stock,ShopPlus,2024-12-26,https://example-shop.com/product/WSP0432
WSP0433,Pro Bluetooth Speaker,Automotive,854.64,15,726.44,3.8,33,Limited Stock,TopSeller,2024-11-11,https://example-shop.com/product/WSP0433
WSP0434,Classic Deluxe Charger,Toys,513.37,30,359.36,4.3,47,Limited Stock,QuickMart,2025-04-29,https://example-shop.com/product/WSP0434
WSP0435,Pro Compact Backpack,Fashion,750.75,30,525.52,4.2,43,Limited Stock,QuickMart,2025-06-28,https://example-shop.com/product/WSP0435
WSP0436,Classic Portable Headphones,Toys,474.98,10,427.48,5.0,33,Out of Stock,OfficialStore,2025-06-15,https://example-shop.com/product/WSP0436
WSP0437,Pro Bluetooth Watch,Toys,1347.23,15,1145.15,3.9,45,In Stock,ShopPlus,2025-03-01,https://example-shop.com/product/WSP0437
WSP0438,Eco Deluxe Mixer,Fashion,935.18,0,935.18,3.4,40,Limited Stock,QuickMart,2024-08-19,https://example-shop.com/product/WSP0438
WSP0439,Pro Portable Lamp,Electronics,1774.34,5,1685.62,2.7,107,In Stock,DealsHub,2024-12-13,https://example-shop.com/product/WSP0439
WSP0440,Smart Wireless Headphones,Fashion,1461.32,10,1315.19,4.2,51,Out of Stock,TopSeller,2024-12-17,https://example-shop.com/product/WSP0440
WSP0441,Classic Wireless Watch,Toys,400.62,15,340.53,4.8,41,Limited Stock,ShopPlus,2024-10-23,https://example-shop.com/product/WSP0441
WSP0442,Ultra Deluxe Watch,Sports,1436.16,10,1292.54,3.5,40,In Stock,QuickMart,2024-10-10,https://example-shop.com/product/WSP0442
WSP0443,Ultra Deluxe Charger,Fashion,973.98,5,925.28,3.6,34,In Stock,ShopPlus,2025-06-19,https://example-shop.com/product/WSP0443
WSP0444,Ultra Portable Backpack,Beauty,400.68,20,320.54,4.1,41,Out of Stock,OfficialStore,2025-05-22,https://example-shop.com/product/WSP0444
WSP0445,Classic Portable Backpack,Toys,1261.06,20,1008.85,3.1,33,Limited Stock,TopSeller,2024-10-27,https://example-shop.com/product/WSP0445
WSP0446,Classic Bluetooth Mixer,Automotive,354.37,30,248.06,3.4,36,Out of Stock,OfficialStore,2025-06-28,https://example-shop.com/product/WSP0446
WSP0447,Classic Portable Watch,Fashion,714.34,5,678.62,4.3,35,Out of Stock,DealsHub,2025-08-13,https://example-shop.com/product/WSP0447
WSP0448,Classic Bluetooth Headphones,Sports,1256.03,10,1130.43,3.3,48,Out of Stock,OfficialStore,2025-05-11,https://example-shop.com/product/WSP0448
WSP0449,Classic Deluxe Speaker,Home,991.6,5,942.02,3.5,120,Limited Stock,TopSeller,2024-08-28,https://example-shop.com/product/WSP0449
WSP0450,Smart Wireless Watch,Toys,741.06,10,666.95,4.4,50,In Stock,OfficialStore,2024-12-15,https://example-shop.com/product/WSP0450
WSP0451,Pro Deluxe Mixer,Toys,1796.87,15,1527.34,3.6,43,In Stock,DealsHub,2024-12-19,https://example-shop.com/product/WSP0451
WSP0452,Classic Wireless Watch,Sports,1228.61,10,1105.75,2.9,27,In Stock,TopSeller,2025-01-21,https://example-shop.com/product/WSP0452
WSP0453,Smart Portable Lamp,Automotive,13.78,25,10.33,3.4,39,Limited Stock,DealsHub,2024-10-12,https://example-shop.com/product/WSP0453
WSP0454,Eco Wireless Charger,Beauty,1001.0,25,750.75,3.3,40,Out of Stock,ShopPlus,2025-07-31,https://example-shop.com/product/WSP0454
WSP0455,Eco Bluetooth Lamp,Home,1145.02,10,1030.52,3.0,100,In Stock,QuickMart,2025-02-20,https://example-shop.com/product/WSP0455
WSP0456,Premium Compact Backpack,Toys,1128.09,0,1128.09,4.3,44,Out of Stock,TopSeller,2025-06-04,https://example-shop.com/product/WSP0456
WSP0457,Classic Wireless Headphones,Beauty,1680.81,15,1428.69,3.6,46,Out of Stock,OfficialStore,2025-02-21,https://example-shop.com/product/WSP0457
WSP0458,Pro Bluetooth Watch,Beauty,261.99,10,235.79,3.3,43,In Stock,QuickMart,2025-01-27,https://example-shop.com/product/WSP0458
WSP0459,Ultra Wireless Charger,Sports,654.75,5,622.01,4.3,45,Out of Stock,TopSeller,2025-01-22,https://example-shop.com/product/WSP0459
WSP0460,Eco Wireless Watch,Sports,829.8,10,746.82,4.4,40,In Stock,OfficialStore,2024-09-12,https://example-shop.com/product/WSP0460
WSP0461,Ultra Wireless Headphones,Automotive,819.73,5,778.74,4.2,42,Out of Stock,ShopPlus,2024-11-27,https://example-shop.com/product/WSP0461
WSP0462,Pro Deluxe Speaker,Beauty,872.03,25,654.02,3.6,45,Out of Stock,DealsHub,2025-01-09,https://example-shop.com/product/WSP0462
WSP0463,Premium Portable Watch,Automotive,1146.87,25,860.15,3.5,35,Out of Stock,OfficialStore,2024-10-08,https://example-shop.com/product/WSP0463
WSP0464,Ultra Compact Charger,Automotive,873.99,25,655.49,4.1,38,Out of Stock,QuickMart,2024-11-13,https://example-shop.com/product/WSP0464
WSP0465,Premium Bluetooth Watch,Fashion,288.66,30,202.06,3.3,43,Limited Stock,DealsHub,2024-09-02,https://example-shop.com/product/WSP0465
WSP0466,Classic Wireless Charger,Electronics,2119.46,20,1695.57,4.2,121,Limited Stock,QuickMart,2025-05-04,https://example-shop.com/product/WSP0466
WSP0467,Eco Deluxe Watch,Toys,761.96,15,647.67,3.6,35,In Stock,QuickMart,2025-07-24,https://example-shop.com/product/WSP0467
WSP0468,Ultra Deluxe Charger,Electronics,1605.7,20,1284.56,4.0,122,In Stock,QuickMart,2025-04-06,https://example-shop.com/product/WSP0468
WSP0469,Smart Portable Lamp,Beauty,734.92,20,587.94,3.3,52,In Stock,QuickMart,2025-05-14,https://example-shop.com/product/WSP0469
WSP0470,Smart Deluxe Speaker,Fashion,342.66,10,308.39,3.9,30,Out of Stock,QuickMart,2024-09-22,https://example-shop.com/product/WSP0470
WSP0471,Eco Wireless Charger,Electronics,1264.86,0,1264.86,4.1,123,Limited Stock,ShopPlus,2025-01-23,https://example-shop.com/product/WSP0471
WSP0472,Classic Wireless Backpack,Home,441.86,5,419.77,4.6,119,In Stock,TopSeller,2024-09-23,https://example-shop.com/product/WSP0472
WSP0473,Ultra Portable Charger,Beauty,1013.68,25,760.26,3.4,36,Out of Stock,ShopPlus,2025-04-11,https://example-shop.com/product/WSP0473
WSP0474,Pro Compact Backpack,Automotive,992.23,0,992.23,3.3,32,Out of Stock,OfficialStore,2025-02-27,https://example-shop.com/product/WSP0474
WSP0475,Premium Bluetooth Backpack,Fashion,1128.94,25,846.71,3.3,35,Limited Stock,OfficialStore,2025-01-30,https://example-shop.com/product/WSP0475
WSP0476,Pro Wireless Charger,Toys,754.21,25,565.66,3.9,42,Limited Stock,QuickMart,2025-01-09,https://example-shop.com/product/WSP0476
WSP0477,Premium Bluetooth Mixer,Beauty,1412.13,25,1059.1,3.3,43,Out of Stock,OfficialStore,2025-01-04,https://example-shop.com/product/WSP0477
WSP0478,Classic Compact Charger,Electronics,1173.54,20,938.83,3.1,104,Out of Stock,ShopPlus,2024-11-10,https://example-shop.com/product/WSP0478
WSP0479,Classic Wireless Charger,Automotive,1547.44,15,1315.32,3.8,35,Limited Stock,TopSeller,2025-01-02,https://example-shop.com/product/WSP0479
WSP0480,Pro Bluetooth Charger,Fashion,1235.96,25,926.97,3.5,49,Limited Stock,OfficialStore,2024-10-08,https://example-shop.com/product/WSP0480
WSP0481,Classic Portable Charger,Beauty,606.3,15,515.35,3.8,49,In Stock,TopSeller,2025-08-04,https://example-shop.com/product/WSP0481
WSP0482,Ultra Bluetooth Charger,Automotive,793.37,15,674.36,4.2,37,Out of Stock,ShopPlus,2024-09-22,https://example-shop.com/product/WSP0482
WSP0483,Premium Bluetooth Headphones,Fashion,825.46,25,619.1,3.6,41,In Stock,QuickMart,2025-04-22,https://example-shop.com/product/WSP0483
WSP0484,Eco Portable Mixer,Electronics,2256.88,20,1805.5,3.5,128,Limited Stock,DealsHub,2024-10-16,https://example-shop.com/product/WSP0484
WSP0485,Pro Compact Charger,Beauty,490.79,15,417.17,3.3,23,Limited Stock,DealsHub,2024-11-01,https://example-shop.com/product/WSP0485
WSP0486,Smart Portable Charger,Electronics,1789.84,30,1252.89,4.3,112,Out of Stock,DealsHub,2025-05-28,https://example-shop.com/product/WSP0486
WSP0487,Pro Deluxe Headphones,Beauty,736.58,25,552.44,3.2,35,Limited Stock,TopSeller,2024-09-03,https://example-shop.com/product/WSP0487
WSP0488,Smart Deluxe Speaker,Beauty,857.37,30,600.16,4.3,37,Limited Stock,ShopPlus,2025-07-04,https://example-shop.com/product/WSP0488
WSP0489,Ultra Compact Charger,Sports,1431.78,5,1360.19,3.4,39,In Stock,ShopPlus,2025-02-05,https://example-shop.com/product/WSP0489
WSP0490,Smart Portable Watch,Fashion,735.22,15,624.94,4.1,41,Limited Stock,OfficialStore,2025-05-26,https://example-shop.com/product/WSP0490
WSP0491,Eco Bluetooth Backpack,Toys,647.4,20,517.92,3.0,34,Out of Stock,DealsHub,2025-01-13,https://example-shop.com/product/WSP0491
WSP0492,Premium Portable Backpack,Automotive,737.19,15,626.61,3.1,42,Limited Stock,TopSeller,2025-02-02,https://example-shop.com/product/WSP0492
WSP0493,Classic Deluxe Backpack,Toys,1185.66,0,1185.66,3.6,41,In Stock,DealsHub,2025-04-24,https://example-shop.com/product/WSP0493
WSP0494,Premium Compact Charger,Home,775.56,30,542.89,3.6,131,In Stock,TopSeller,2025-01-20,https://example-shop.com/product/WSP0494
WSP0495,Ultra Portable Lamp,Toys,790.78,15,672.16,4.6,31,In Stock,ShopPlus,2025-03-24,https://example-shop.com/product/WSP0495
WSP0496,Smart Wireless Mixer,Fashion,1233.2,25,924.9,3.2,46,Limited Stock,QuickMart,2024-11-29,https://example-shop.com/product/WSP0496
WSP0497,Eco Deluxe Headphones,Toys,285.05,15,242.29,3.7,38,Out of Stock,DealsHub,2025-03-20,https://example-shop.com/product/WSP0497
WSP0498,Ultra Bluetooth Lamp,Automotive,680.47,15,578.4,3.6,27,In Stock,QuickMart,2025-08-12,https://example-shop.com/product/WSP0498
WSP0499,Smart Deluxe Mixer,Toys,579.1,25,434.33,3.1,37,In Stock,OfficialStore,2025-01-29,https://example-shop.com/product/WSP0499
WSP0500,Pro Deluxe Watch,Toys,1716.76,5,1630.92,4.9,43,Out of Stock,OfficialStore,2024-10-01,https://example-shop.com/product/WSP0500
